Label,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
3,5.391143799,-12.67011547,-2.541445017,-1.995904565,-0.449274927,-0.550874472
3,0.63147068,-12.25352383,2.562992811,-1.995904565,-0.449274927,-0.550874472
3,-2.466626406,-6.191405773,1.734599113,0.435426503,-0.359659642,0.044208441
3,-2.466626406,-6.191405773,1.734599113,0.435426503,-0.359659642,0.044208441
3,-2.466626406,-6.191405773,1.734599113,0.435426503,-0.359659642,0.044208441
3,-2.466626406,-6.191405773,1.734599113,0.435426503,-0.359659642,0.044208441
3,-0.16819267,-5.434837818,2.721010208,0.435426503,-0.359659642,0.044208441
3,0.636259079,-7.010222435,-0.621295333,0.435426503,-0.359659642,0.044208441
3,0.248398423,-8.255207062,-0.673967779,0.435426503,-0.359659642,0.044208441
3,-1.575983286,-2.700659513,-0.472854823,0.706003487,0.7483477,0.428768605
3,-1.575983286,-2.700659513,-0.472854823,0.706003487,0.7483477,0.428768605
3,-1.575983286,-2.700659513,-0.472854823,0.706003487,0.7483477,0.428768605
3,-1.575983286,-2.700659513,-0.472854823,0.706003487,0.7483477,0.428768605
3,-1.575983286,-2.700659513,-0.472854823,0.706003487,0.7483477,0.428768605
3,-1.575983286,-2.700659513,-0.472854823,0.706003487,0.7483477,0.428768605
3,-1.575983286,-2.700659513,-0.472854823,0.706003487,0.7483477,0.428768605
3,7.636904716,-21.47120094,-12.47738171,0.706003487,0.7483477,0.428768605
3,4.873996258,-12.89517021,-6.592434406,0.706003487,0.7483477,0.428768605
3,-2.591124773,-10.36689377,-1.119289279,0.706003487,0.7483477,0.428768605
3,-2.030881643,-11.45864964,3.870227098,0.632899761,0.927445173,0.382562816
3,-2.030881643,-11.45864964,3.870227098,0.632899761,0.927445173,0.382562816
3,-2.030881643,-11.45864964,3.870227098,0.632899761,0.927445173,0.382562816
3,-2.030881643,-11.45864964,3.870227098,0.632899761,0.927445173,0.382562816
3,-2.030881643,-11.45864964,3.870227098,0.632899761,0.927445173,0.382562816
3,-2.030881643,-11.45864964,3.870227098,0.632899761,0.927445173,0.382562816
3,-2.030881643,-11.45864964,3.870227098,0.632899761,0.927445173,0.382562816
3,-0.503380895,-11.90875912,3.582922935,0.632899761,0.927445173,0.382562816
3,-0.273537546,-8.489839554,2.926911592,0.632899761,0.927445173,0.382562816
3,-0.273537546,-8.489839554,2.926911592,0.632899761,0.927445173,0.382562816
3,2.369661093,-7.12993288,-5.821501255,0.632899761,0.927445173,0.382562816
3,-0.29747957,-12.06677628,-3.034650564,-2.515220642,-0.064048976,-0.751543522
3,-0.29747957,-12.06677628,-3.034650564,-2.515220642,-0.064048976,-0.751543522
3,-0.29747957,-12.06677628,-3.034650564,-2.515220642,-0.064048976,-0.751543522
3,-0.29747957,-12.06677628,-3.034650564,-2.515220642,-0.064048976,-0.751543522
3,-0.29747957,-12.06677628,-3.034650564,-2.515220642,-0.064048976,-0.751543522
3,-0.29747957,-12.06677628,-3.034650564,-2.515220642,-0.064048976,-0.751543522
3,-0.29747957,-12.06677628,-3.034650564,-2.515220642,-0.064048976,-0.751543522
3,1.455076098,-11.50174522,1.294066072,-2.515220642,-0.064048976,-0.751543522
3,2.221220732,-11.73158836,2.290053844,-2.515220642,-0.064048976,-0.751543522
3,2.221220732,-11.73158836,2.290053844,-2.515220642,-0.064048976,-0.751543522
3,4.376002312,-13.66131496,-3.321954966,-2.515220642,-0.064048976,-0.751543522
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,-4.238335609,-13.14416695,-1.703474522,0.618785024,-0.444481254,0.015313165
3,1.009754539,-7.65186882,-0.611718535,0.618785024,-0.444481254,0.015313165
3,0.636259079,-9.600749016,-0.243011475,0.618785024,-0.444481254,0.015313165
3,0.262763649,-5.650316238,-2.732981205,0.618785024,-0.444481254,0.015313165
3,0.262763649,-5.650316238,-2.732981205,0.618785024,-0.444481254,0.015313165
3,0.262763649,-5.650316238,-2.732981205,0.618785024,-0.444481254,0.015313165
3,0.262763649,-5.650316238,-2.732981205,0.618785024,-0.444481254,0.015313165
3,0.262763649,-5.650316238,-2.732981205,0.618785024,-0.444481254,0.015313165
3,0.262763649,-5.650316238,-2.732981205,0.618785024,-0.444481254,0.015313165
3,3.542819977,-16.93179512,-13.17170048,0.618785024,-0.444481254,0.015313165
3,-3.079541922,-17.82243729,4.396951199,1.430382729,-0.837430358,0.731303513
3,-3.079541922,-17.82243729,4.396951199,1.430382729,-0.837430358,0.731303513
3,-3.079541922,-17.82243729,4.396951199,1.430382729,-0.837430358,0.731303513
3,-3.079541922,-17.82243729,4.396951199,1.430382729,-0.837430358,0.731303513
3,-3.079541922,-17.82243729,4.396951199,1.430382729,-0.837430358,0.731303513
3,-2.859275341,-4.510675907,3.23336935,1.430382729,-0.837430358,0.731303513
3,-2.169745207,-1.273715258,2.773682594,1.430382729,-0.837430358,0.731303513
3,0.234033212,-8.374917984,0.724246025,1.430382729,-0.837430358,0.731303513
3,0.234033212,-8.374917984,0.724246025,1.430382729,-0.837430358,0.731303513
3,0.234033212,-8.374917984,0.724246025,1.430382729,-0.837430358,0.731303513
3,0.234033212,-8.374917984,0.724246025,1.430382729,-0.837430358,0.731303513
3,0.234033212,-8.374917984,0.724246025,1.430382729,-0.837430358,0.731303513
3,0.234033212,-8.374917984,0.724246025,1.430382729,-0.837430358,0.731303513
3,2.168548107,-8.015787125,-7.530961514,1.430382729,-0.837430358,0.731303513
3,-1.738788962,-12.9382658,1.212663174,-2.404965878,-0.092677936,-1.004011035
3,-1.738788962,-12.9382658,1.212663174,-2.404965878,-0.092677936,-1.004011035
3,-1.738788962,-12.9382658,1.212663174,-2.404965878,-0.092677936,-1.004011035
3,-1.738788962,-12.9382658,1.212663174,-2.404965878,-0.092677936,-1.004011035
3,-1.738788962,-12.9382658,1.212663174,-2.404965878,-0.092677936,-1.004011035
3,2.41754508,-10.97502041,-2.263717651,-2.404965878,-0.092677936,-1.004011035
3,2.56598568,-11.05642319,2.084152699,-2.404965878,-0.092677936,-1.004011035
3,3.030460835,-11.30542088,1.787271619,-2.404965878,-0.092677936,-1.004011035
3,-5.2391119,-16.55351067,3.01310277,-2.404965878,-0.092677936,-1.004011035
3,-5.2391119,-16.55351067,3.01310277,-2.404965878,-0.092677936,-1.004011035
3,-5.2391119,-16.55351067,3.01310277,-2.404965878,-0.092677936,-1.004011035
3,-5.2391119,-16.55351067,3.01310277,-2.404965878,-0.092677936,-1.004011035
3,-5.2391119,-16.55351067,3.01310277,-2.404965878,-0.092677936,-1.004011035
3,-5.2391119,-16.55351067,3.01310277,-2.404965878,-0.092677936,-1.004011035
3,-4.803367138,-7.019799232,-1.200692177,-2.404965878,-0.092677936,-1.004011035
3,1.325789213,-9.538499832,0.671573579,1.119458914,0.411990702,0.173771128
3,1.325789213,-9.538499832,0.671573579,1.119458914,0.411990702,0.173771128
3,1.325789213,-9.538499832,0.671573579,1.119458914,0.411990702,0.173771128
3,1.325789213,-9.538499832,0.671573579,1.119458914,0.411990702,0.173771128
3,1.325789213,-9.538499832,0.671573579,1.119458914,0.411990702,0.173771128
3,-2.385223389,-4.788403511,0.63326633,1.119458914,0.411990702,0.173771128
3,-2.753930569,-3.687070608,0.470460624,1.119458914,0.411990702,0.173771128
3,8.173206329,-20.6715374,-13.4590044,1.119458914,0.411990702,0.173771128
3,8.173206329,-20.6715374,-13.4590044,1.119458914,0.411990702,0.173771128
3,8.173206329,-20.6715374,-13.4590044,1.119458914,0.411990702,0.173771128
3,8.173206329,-20.6715374,-13.4590044,1.119458914,0.411990702,0.173771128
3,8.173206329,-20.6715374,-13.4590044,1.119458914,0.411990702,0.173771128
3,8.173206329,-20.6715374,-13.4590044,1.119458914,0.411990702,0.173771128
3,-1.303044319,-10.74996567,-2.163161278,1.119458914,0.411990702,0.173771128
3,-3.898358822,-2.762908697,2.534262419,1.330114841,0.27896592,0.297608018
3,-3.898358822,-2.762908697,2.534262419,1.330114841,0.27896592,0.297608018
3,-3.898358822,-2.762908697,2.534262419,1.330114841,0.27896592,0.297608018
3,-3.898358822,-2.762908697,2.534262419,1.330114841,0.27896592,0.297608018
3,-3.898358822,-2.762908697,2.534262419,1.330114841,0.27896592,0.297608018
3,-2.619855165,-2.56658411,3.444059134,1.330114841,0.27896592,0.297608018
3,-2.193687201,-10.21366405,3.875015497,1.330114841,0.27896592,0.297608018
3,-0.761954665,-12.37323475,3.922899485,1.330114841,0.27896592,0.297608018
3,0.487818599,-10.0364933,1.164779186,-1.304681659,-0.455000728,0.083090566
3,0.487818599,-10.0364933,1.164779186,-1.304681659,-0.455000728,0.083090566
3,0.487818599,-10.0364933,1.164779186,-1.304681659,-0.455000728,0.083090566
3,0.487818599,-10.0364933,1.164779186,-1.304681659,-0.455000728,0.083090566
3,0.487818599,-10.0364933,1.164779186,-1.304681659,-0.455000728,0.083090566
3,0.487818599,-10.0364933,1.164779186,-1.304681659,-0.455000728,0.083090566
3,0.487818599,-10.0364933,1.164779186,-1.304681659,-0.455000728,0.083090566
3,-0.963067651,-8.724471092,2.136825085,-1.304681659,-0.455000728,0.083090566
3,-2.366069794,-12.5551939,0.973242998,-1.304681659,-0.455000728,0.083090566
3,1.814206362,-11.16655636,-0.353144765,-1.304681659,-0.455000728,0.083090566
3,1.814206362,-11.16655636,-0.353144765,-1.304681659,-0.455000728,0.083090566
3,1.814206362,-11.16655636,-0.353144765,-1.304681659,-0.455000728,0.083090566
3,1.814206362,-11.16655636,-0.353144765,-1.304681659,-0.455000728,0.083090566
3,1.814206362,-11.16655636,-0.353144765,-1.304681659,-0.455000728,0.083090566
3,1.814206362,-11.16655636,-0.353144765,-1.304681659,-0.455000728,0.083090566
3,1.63703537,-10.0460701,-1.090558887,-0.85713774,-1.333177447,-0.475640208
3,-1.063624144,-6.047753334,3.649960518,-0.85713774,-1.333177447,-0.475640208
3,-1.063624144,-6.047753334,3.649960518,-0.85713774,-1.333177447,-0.475640208
3,-1.063624144,-6.047753334,3.649960518,-0.85713774,-1.333177447,-0.475640208
3,-1.063624144,-6.047753334,3.649960518,-0.85713774,-1.333177447,-0.475640208
3,-1.063624144,-6.047753334,3.649960518,-0.85713774,-1.333177447,-0.475640208
3,-1.063624144,-6.047753334,3.649960518,-0.85713774,-1.333177447,-0.475640208
3,0.234033212,-8.518569946,-0.152031809,-0.85713774,-1.333177447,-0.475640208
3,-2.361281395,-4.802768707,0.183156431,0.590289235,0.605069757,0.041944757
3,-2.361281395,-4.802768707,0.183156431,0.590289235,0.605069757,0.041944757
3,-2.361281395,-4.802768707,0.183156431,0.590289235,0.605069757,0.041944757
3,-2.361281395,-4.802768707,0.183156431,0.590289235,0.605069757,0.041944757
3,-3.362057686,-4.003105164,0.226252064,0.590289235,0.605069757,0.041944757
3,-3.151367903,-3.658340216,-0.362721562,0.590289235,0.605069757,0.041944757
3,-0.824203908,-4.568136692,-1.655590534,0.590289235,0.605069757,0.041944757
3,-5.617395878,-14.83926201,-1.497573137,1.269261599,-0.560461819,0.377635956
3,-5.617395878,-14.83926201,-1.497573137,1.269261599,-0.560461819,0.377635956
3,-5.617395878,-14.83926201,-1.497573137,1.269261599,-0.560461819,0.377635956
3,-5.617395878,-14.83926201,-1.497573137,1.269261599,-0.560461819,0.377635956
3,-5.617395878,-14.83926201,-1.497573137,1.269261599,-0.560461819,0.377635956
3,-5.617395878,-14.83926201,-1.497573137,1.269261599,-0.560461819,0.377635956
3,-5.617395878,-14.83926201,-1.497573137,1.269261599,-0.560461819,0.377635956
3,-1.633444071,-4.711789131,3.27167654,1.269261599,-0.560461819,0.377635956
3,-1.949478745,-3.064578056,2.735375404,1.269261599,-0.560461819,0.377635956
3,-2.093130827,-7.886500359,2.534262419,1.269261599,-0.560461819,0.377635956
3,1.139041424,-7.896077156,-2.148796082,0.010120004,-0.029028434,0.291216433
3,1.139041424,-7.896077156,-2.148796082,0.010120004,-0.029028434,0.291216433
3,1.139041424,-7.896077156,-2.148796082,0.010120004,-0.029028434,0.291216433
3,1.139041424,-7.896077156,-2.148796082,0.010120004,-0.029028434,0.291216433
3,1.139041424,-7.896077156,-2.148796082,0.010120004,-0.029028434,0.291216433
3,1.139041424,-7.896077156,-2.148796082,0.010120004,-0.029028434,0.291216433
3,1.139041424,-7.896077156,-2.148796082,0.010120004,-0.029028434,0.291216433
3,-0.254383922,-9.165003777,1.863885999,0.010120004,-0.029028434,0.291216433
3,-0.78110832,-8.714894295,1.739387512,0.010120004,-0.029028434,0.291216433
3,1.756745458,-11.27190113,0.863109708,0.010120004,-0.029028434,0.291216433
3,1.756745458,-11.27190113,0.863109708,0.010120004,-0.029028434,0.291216433
3,1.756745458,-11.27190113,0.863109708,0.010120004,-0.029028434,0.291216433
3,1.756745458,-11.27190113,0.863109708,0.010120004,-0.029028434,0.291216433
3,1.756745458,-11.27190113,0.863109708,0.010120004,-0.029028434,0.291216433
3,1.756745458,-11.27190113,0.863109708,0.010120004,-0.029028434,0.291216433
3,3.044826031,-13.63737297,2.175132275,-1.666471839,0.498277068,-0.773381412
3,-3.596689463,-12.07635307,3.740940094,-1.666471839,0.498277068,-0.773381412
3,-3.596689463,-12.07635307,3.740940094,-1.666471839,0.498277068,-0.773381412
3,-3.596689463,-12.07635307,3.740940094,-1.666471839,0.498277068,-0.773381412
3,-3.596689463,-12.07635307,3.740940094,-1.666471839,0.498277068,-0.773381412
3,-3.596689463,-12.07635307,3.740940094,-1.666471839,0.498277068,-0.773381412
3,-3.596689463,-12.07635307,3.740940094,-1.666471839,0.498277068,-0.773381412
3,-1.513733983,-9.576807022,-0.894234359,-1.666471839,0.498277068,-0.773381412
3,1.009754539,-8.81066227,-0.022744916,1.018125772,0.047670547,0.172040075
3,1.009754539,-8.81066227,-0.022744916,1.018125772,0.047670547,0.172040075
3,1.009754539,-8.81066227,-0.022744916,1.018125772,0.047670547,0.172040075
3,1.009754539,-8.81066227,-0.022744916,1.018125772,0.047670547,0.172040075
3,0.430357754,-8.585607529,0.623689532,1.018125772,0.047670547,0.172040075
3,-3.022081137,-4.711789131,1.11689508,1.018125772,0.047670547,0.172040075
3,4.433463097,-18.68913841,-16.28416252,1.018125772,0.047670547,0.172040075
3,4.433463097,-18.68913841,-16.28416252,1.018125772,0.047670547,0.172040075
3,4.433463097,-18.68913841,-16.28416252,1.018125772,0.047670547,0.172040075
3,4.433463097,-18.68913841,-16.28416252,1.018125772,0.047670547,0.172040075
3,4.433463097,-18.68913841,-16.28416252,1.018125772,0.047670547,0.172040075
3,4.433463097,-18.68913841,-16.28416252,1.018125772,0.047670547,0.172040075
3,4.083909512,-11.11388397,-6.381744862,1.018125772,0.047670547,0.172040075
3,-4.286219597,-9.777919769,-2.15358448,1.369662762,-0.414520711,0.519981802
3,-4.286219597,-9.777919769,-2.15358448,1.369662762,-0.414520711,0.519981802
3,-3.850474834,-3.969586372,1.26533556,1.369662762,-0.414520711,0.519981802
3,-0.469862074,-12.5551939,4.023456097,1.369662762,-0.414520711,0.519981802
3,-0.469862074,-12.5551939,4.023456097,1.369662762,-0.414520711,0.519981802
3,-0.469862074,-12.5551939,4.023456097,1.369662762,-0.414520711,0.519981802
3,-0.469862074,-12.5551939,4.023456097,1.369662762,-0.414520711,0.519981802
3,-0.469862074,-12.5551939,4.023456097,1.369662762,-0.414520711,0.519981802
3,-0.469862074,-12.5551939,4.023456097,1.369662762,-0.414520711,0.519981802
3,0.511760592,-8.729259491,2.021903276,1.369662762,-0.414520711,0.519981802
3,0.353743315,-9.605537415,2.136825085,-0.434361249,-0.018775271,0.228765368
3,0.353743315,-9.605537415,2.136825085,-0.434361249,-0.018775271,0.228765368
3,0.353743315,-9.605537415,2.136825085,-0.434361249,-0.018775271,0.228765368
3,0.353743315,-9.605537415,2.136825085,-0.434361249,-0.018775271,0.228765368
3,0.353743315,-9.605537415,2.136825085,-0.434361249,-0.018775271,0.228765368
3,-0.216076702,-8.307879448,1.926135302,-0.434361249,-0.018775271,0.228765368
3,-0.450708479,-9.562441826,1.514332533,-0.434361249,-0.018775271,0.228765368
3,2.149394512,-11.26232433,2.203862667,-0.434361249,-0.018775271,0.228765368
3,2.149394512,-11.26232433,2.203862667,-0.434361249,-0.018775271,0.228765368
3,2.149394512,-11.26232433,2.203862667,-0.434361249,-0.018775271,0.228765368
3,2.149394512,-11.26232433,2.203862667,-0.434361249,-0.018775271,0.228765368
3,2.149394512,-11.26232433,2.203862667,-0.434361249,-0.018775271,0.228765368
3,2.149394512,-11.26232433,2.203862667,-0.434361249,-0.018775271,0.228765368
3,5.678447723,-14.33169174,-4.791994572,-0.434361249,-0.018775271,0.228765368
3,-1.26473701,-11.64060879,4.195838451,-1.277384281,-0.282428026,-0.50107336
3,-1.26473701,-11.64060879,4.195838451,-1.277384281,-0.282428026,-0.50107336
3,-1.26473701,-11.64060879,4.195838451,-1.277384281,-0.282428026,-0.50107336
3,-3.137002707,-13.94861889,4.061763287,-1.277384281,-0.282428026,-0.50107336
3,-2.744353771,-7.144298077,1.102529883,-1.277384281,-0.282428026,-0.50107336
3,-2.744353771,-7.144298077,1.102529883,-1.277384281,-0.282428026,-0.50107336
3,-2.744353771,-7.144298077,1.102529883,-1.277384281,-0.282428026,-0.50107336
3,-2.744353771,-7.144298077,1.102529883,-1.277384281,-0.282428026,-0.50107336
3,-2.744353771,-7.144298077,1.102529883,-1.277384281,-0.282428026,-0.50107336
3,1.110311031,-7.005434036,-0.59256494,-1.277384281,-0.282428026,-0.50107336
3,-3.060388327,-3.8642416,1.073799491,0.921719372,0.532898128,-0.03781686
3,-3.060388327,-3.8642416,1.073799491,0.921719372,0.532898128,-0.03781686
3,-3.060388327,-3.8642416,1.073799491,0.921719372,0.532898128,-0.03781686
3,-3.060388327,-3.179499865,1.212663174,0.921719372,0.532898128,-0.03781686
3,-2.911947727,-3.184288263,0.55665189,0.921719372,0.532898128,-0.03781686
3,1.862090349,-9.069235802,-5.323507309,0.921719372,0.532898128,-0.03781686
3,1.862090349,-9.069235802,-5.323507309,0.921719372,0.532898128,-0.03781686
3,1.862090349,-9.069235802,-5.323507309,0.921719372,0.532898128,-0.03781686
3,1.862090349,-9.069235802,-5.323507309,0.921719372,0.532898128,-0.03781686
3,1.862090349,-9.069235802,-5.323507309,0.921719372,0.532898128,-0.03781686
3,1.862090349,-9.069235802,-5.323507309,0.921719372,0.532898128,-0.03781686
3,-4.252700806,-13.73314095,0.384269387,0.921719372,0.532898128,-0.03781686
3,-2.145803213,-2.341529369,2.328361034,1.194959521,-0.056458972,0.118910052
3,-2.145803213,-2.341529369,2.328361034,1.194959521,-0.056458972,0.118910052
3,-1.666962981,-3.399766445,2.237381458,1.194959521,-0.056458972,0.118910052
3,-1.666962981,-3.399766445,2.237381458,1.194959521,-0.056458972,0.118910052
3,-0.843357563,-12.72757626,3.338714361,1.194959521,-0.056458972,0.118910052
3,1.024119735,-7.982268333,-1.550245643,1.194959521,-0.056458972,0.118910052
3,1.024119735,-7.982268333,-1.550245643,1.194959521,-0.056458972,0.118910052
3,1.024119735,-7.982268333,-1.550245643,1.194959521,-0.056458972,0.118910052
3,1.024119735,-7.982268333,-1.550245643,1.194959521,-0.056458972,0.118910052
3,1.024119735,-7.982268333,-1.550245643,1.194959521,-0.056458972,0.118910052
3,1.268328309,-8.049305916,-4.499902248,1.194959521,-0.056458972,0.118910052
3,-0.287902743,-10.16099167,-0.539892495,1.194959521,-0.056458972,0.118910052
3,-0.627879381,-10.98459721,-3.786429882,-2.4296,0.085087933,-0.803208768
3,-0.627879381,-10.98459721,-3.786429882,-2.4296,0.085087933,-0.803208768
3,-0.627879381,-10.98459721,-3.786429882,-2.4296,0.085087933,-0.803208768
3,-0.627879381,-10.98459721,-3.786429882,-2.4296,0.085087933,-0.803208768
3,-0.627879381,-10.98459721,-3.786429882,-2.4296,0.085087933,-0.803208768
3,2.077568531,-11.72679996,-1.095347285,-2.4296,0.085087933,-0.803208768
3,1.689707875,-11.05642319,0.398634583,-2.4296,0.085087933,-0.803208768
3,1.057638645,-10.85052204,3.166331768,-2.4296,0.085087933,-0.803208768
3,1.057638645,-10.85052204,3.166331768,-2.4296,0.085087933,-0.803208768
3,1.057638645,-10.85052204,3.166331768,-2.4296,0.085087933,-0.803208768
3,1.057638645,-10.85052204,3.166331768,-2.4296,0.085087933,-0.803208768
3,1.057638645,-10.85052204,3.166331768,-2.4296,0.085087933,-0.803208768
3,-1.939901948,-15.8256731,3.760093689,-2.4296,0.085087933,-0.803208768
3,-3.797802448,-16.9988327,3.434482336,-2.4296,0.085087933,-0.803208768
3,0.032920275,-7.091625214,0.393846184,1.007606268,0.112784788,0.245543271
3,0.032920275,-7.091625214,0.393846184,1.007606268,0.112784788,0.245543271
3,0.032920275,-7.091625214,0.393846184,1.007606268,0.112784788,0.245543271
3,0.032920275,-7.091625214,0.393846184,1.007606268,0.112784788,0.245543271
3,0.032920275,-7.091625214,0.393846184,1.007606268,0.112784788,0.245543271
3,0.076015905,-7.647080421,0.207098454,1.007606268,0.112784788,0.245543271
3,-2.260725021,-5.147533417,0.499191046,1.007606268,0.112784788,0.245543271
3,3.42310977,-14.8727808,-10.05923843,1.007606268,0.112784788,0.245543271
3,3.42310977,-14.8727808,-10.05923843,1.007606268,0.112784788,0.245543271
3,3.42310977,-14.8727808,-10.05923843,1.007606268,0.112784788,0.245543271
3,3.42310977,-14.8727808,-10.05923843,1.007606268,0.112784788,0.245543271
3,3.42310977,-14.8727808,-10.05923843,1.007606268,0.112784788,0.245543271
3,3.42310977,-14.8727808,-10.05923843,1.007606268,0.112784788,0.245543271
3,4.107851505,-10.39562416,-5.989095688,1.007606268,0.112784788,0.245543271
3,-3.390788078,-12.9334774,2.352303267,1.206677437,-0.687095046,0.552206039
3,-3.390788078,-12.9334774,2.352303267,1.206677437,-0.687095046,0.552206039
3,-3.390788078,-12.9334774,2.352303267,1.206677437,-0.687095046,0.552206039
3,-3.697246075,-5.899312973,0.508767843,1.206677437,-0.687095046,0.552206039
3,-1.135450125,-13.70441055,3.338714361,1.206677437,-0.687095046,0.552206039
3,-1.135450125,-13.70441055,3.338714361,1.206677437,-0.687095046,0.552206039
3,-1.135450125,-13.70441055,3.338714361,1.206677437,-0.687095046,0.552206039
3,-1.135450125,-13.70441055,3.338714361,1.206677437,-0.687095046,0.552206039
3,-1.135450125,-13.70441055,3.338714361,1.206677437,-0.687095046,0.552206039
3,-1.135450125,-13.70441055,3.338714361,1.206677437,-0.687095046,0.552206039
3,0.794276416,-9.476250648,1.528697729,1.206677437,-0.687095046,0.552206039
3,0.133476749,-10.35731697,1.567005038,-1.230645776,-0.077897407,0.048469495
3,0.133476749,-10.35731697,1.567005038,-1.230645776,-0.077897407,0.048469495
3,0.133476749,-10.35731697,1.567005038,-1.230645776,-0.077897407,0.048469495
3,0.133476749,-10.35731697,1.567005038,-1.230645776,-0.077897407,0.048469495
3,0.133476749,-10.35731697,1.567005038,-1.230645776,-0.077897407,0.048469495
3,-0.244807124,-8.896853447,1.9309237,-1.230645776,-0.077897407,0.048469495
3,-0.723647475,-9.830592155,1.490390539,-1.230645776,-0.077897407,0.048469495
3,2.958634853,-11.79383755,2.424129248,-1.230645776,-0.077897407,0.048469495
3,2.958634853,-11.79383755,2.424129248,-1.230645776,-0.077897407,0.048469495
3,2.958634853,-11.79383755,2.424129248,-1.230645776,-0.077897407,0.048469495
3,2.958634853,-11.79383755,2.424129248,-1.230645776,-0.077897407,0.048469495
3,2.958634853,-11.79383755,2.424129248,-1.230645776,-0.077897407,0.048469495
3,2.958634853,-11.79383755,2.424129248,-1.230645776,-0.077897407,0.048469495
3,6.415862083,-15.06910515,-6.702567577,-1.230645776,-0.077897407,0.048469495
3,-4.180874825,-14.94939518,4.205415249,-0.16338481,-0.833169341,-0.325571209
3,-4.180874825,-14.94939518,4.205415249,-0.16338481,-0.833169341,-0.325571209
3,-4.180874825,-14.94939518,4.205415249,-0.16338481,-0.833169341,-0.325571209
3,-4.180874825,-14.94939518,4.205415249,-0.16338481,-0.833169341,-0.325571209
3,-4.889558315,-11.9662199,-2.364274263,-0.16338481,-0.833169341,-0.325571209
3,-2.040458441,-6.651092529,3.171120167,-0.16338481,-0.833169341,-0.325571209
3,-1.657386184,-6.129156113,0.609324336,-0.16338481,-0.833169341,-0.325571209
3,-1.657386184,-6.129156113,0.609324336,-0.16338481,-0.833169341,-0.325571209
3,-1.657386184,-6.129156113,0.609324336,-0.16338481,-0.833169341,-0.325571209
3,-1.657386184,-6.129156113,0.609324336,-0.16338481,-0.833169341,-0.325571209
3,-1.657386184,-6.129156113,0.609324336,-0.16338481,-0.833169341,-0.325571209
3,-1.657386184,-6.129156113,0.609324336,-0.16338481,-0.833169341,-0.325571209
3,-3.342904091,-3.696647406,0.949300945,-0.16338481,-0.833169341,-0.325571209
3,3.480570793,-16.53914452,-14.23951435,0.613858163,0.268180132,0.338753849
3,3.480570793,-16.53914452,-14.23951435,0.613858163,0.268180132,0.338753849
3,3.480570793,-16.53914452,-14.23951435,0.613858163,0.268180132,0.338753849
3,7.431003571,-21.76808167,-15.0008707,0.613858163,0.268180132,0.338753849
